Species;EMCF01;EMCF02;EMCF03;EMCF04;EMCF05;EMCF06;EMCF09;EMCF10;EMCF13;EMCF14;EMCF16;EMCF17;EMCF18;EMCF19;EMCF21;EMCF22;EMCF25;EMCF26;EMCF27;EMCF28;EMCF29;EMCF30;EMCF31;EMCF32;EMCF33;EMCF34;EMCF35;EMCF36;EMCF37;KGCF01;KGCF02;KGCF03;KGCF04;KGCF05;KGCF07;KGCF13;KGCF14;KGCF15;KGCF16;KGCF17;KGCF18;KGCF19;KGCF21;KGCF22;KGCF24;KGCF25;KGCF26;KGCF27;KGCF28;KGCF29;KGCF30;KGCF32;KGCF33;KGCF35;KGCF36;KGCF37;KGCF38;KGCF39;KGCF40;KGCF41;KGCF42;KGCF44;KGCF45;KGCF46;KGCF47;KGCF48;KGCF49;KGCF50;KGCF51;KGCF52;KGCF53;KGCF55;KGCF56;KGCF57;KGCF58;MCF01s1;MCF02s1;MCF03s1;MCF04s1;MCF05s1;MCF06s1;MCF07s1;MCF08s1;MCF09s1;MCF10s1;MCF11s1;MCF13s1
NC_014246.1_Mobiluncus_curtisii_ATCC_43063__complete_sequence;0;0.00007;0;0.00034;0.00029;0.00235;0;0.00141;0;0;0.00331;0.00024;0;0.00007;0.00119;0.00013;0.00016;0.02836;0;0.00298;0;0;0;0.00028;0.00154;0.01129;0.00021;0.00085;0.00102;0.01464;0.00049;0.00739;0.00161;0.00729;0;0.01953;0.09938;0.00128;0.17518;0.01467;0.8724;0.00336;0.0085;0.00533;0.01052;0.00578;0.0884;0.00829;0.01027;0.02881;0.00049;0.00097;0.00617;0.00614;0.0014;0.00037;0.043;0.00088;0.12241;0.00199;0.01633;0.01107;0.29483;0.01128;0;0.01213;0;0.00442;0.01403;0;0.01033;0.02316;0.00045;0.00844;0.02689;0;0;0;0.0002;0.0023;0;0.00241;0;0.00073;0.00019;0.00114;0.00063
NZ_CP010401.1_Bartonella_ancashensis_strain_20.00_chromosome__complete_genome;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00025;0;0.00061;0;0;0;0;0;0;0;0;0.00049;0.14535;0;0;0;0;0;0;0;0.00115;0;0.00199;0.00227;0.00048;0.00038;0.00008;0;0.0008;0;0;0;0;0;0;0.00042;0;0;0.00365;0;0;0;0;0.00092;0.04104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00276
NZ_CP026364.1_Proteus_hauseri_strain_15H5D_4a_chromosome__complete_genome;0;0;0.00012;0.00006;0.00032;0.00013;0;0.00046;0;0;0.00018;0;0;0;0.00129;0.00007;0;0;0;0.00186;0;0.00086;0.00007;0.00013;0.00009;0.00075;0.00011;0.00028;0;0.00076;0;0;0.00029;0;0;0.00074;0;0;0.00075;0;0;0.00006;0.0049;0.00309;0.00014;0.0041;0.00743;0.00212;0.00107;0.00007;0.00009;0;0.00079;0;0;0.0001;0;0;0.00393;0;0;0;0.00546;0;0;0.00477;0;0.01036;0.00766;0;0;0.00018;0.00018;0.00019;0.00069;0;0;0;0.00022;0;0.0001;0.00015;0;0;0;0.00012;0.00011
NZ_CP016353.1_Prauserella_marina_strain_DSM_45268_chromosome__complete_genome;0;0;0;0.00004;0;0;0;0;0;0;0;0.00002;0;0;0;0;0;0.00005;0;0;0.00024;0;0;0;0;0;0;0.00005;0;0;0;0;0;0.00011;0;0.00011;0;0;0;0;0.00484;0;0;0;0.00041;0;0.00043;0;0.00015;0.00016;0;0;0;0.00025;0.00044;0;0.0002;0;0;0;0;0.00017;0;0;0;0.00015;0;0;0;0;0;0.00124;0;0;0.0002;0;0;0;0;0;0.00006;0;0;0;0;0;0
NZ_CP019698.1_Desulfotomaculum_ferrireducens_strain_GSS09_chromosome__complete_genome;0;0;0.00042;0;0;0.00031;0;0.00149;0;0;0.01053;0.00047;0;0;0.00059;0;0.00022;0.00029;0;0;0;0.00009;0;0;0;0.00544;0;0.00191;0;0.00069;0.00016;0;0.00107;0.00253;0;0.00022;0.00347;0.00012;0.00091;0.73883;0;0.00007;0.01438;0.00044;0.00174;0.0046;0.03514;0.00583;0.00259;0.00026;0.00004;0;0.00024;0.0025;0.00031;0;0.00628;0;0.00715;0.0034;0.0009;0.00037;0.00662;0.01494;0;0.00064;0;0.00042;0.00929;0;0.00025;0;0.00007;0;0.00084;0;0;0;0;0;0;0;0;0.0001;0;0.00075;0
NZ_CP010519.1_Streptomyces_albus_strain_DSM_41398_chromosome__complete_genome;0;0;0;0.00006;0;0;0;0.00007;0;0;0.00025;0;0;0;0.00524;0;0;0;0;0;0;0.00004;0;0;0;0.00096;0;0;0;0;0;0;0.00014;0.00004;0;0.00026;0.02678;0;0;0.02254;0;0;0.00363;0.00094;0.0004;0.00118;0.01044;0.00053;0.00033;0.00013;0.00006;0;0.00023;0.00101;0.00048;0;0.00065;0;0.00737;0;0.00035;0;0.00192;0;0;0;0;0.00032;0;0;0;0.00119;0;0;0.00024;0.00001;0.00003;0;0;0;0;0;0;0;0;0;0
NZ_CP010431.2_Pandoraea_sputorum_strain_DSM_21091_chromosome__complete_genome;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00018;0.00012;0;0.00022;0;0;0.00012;0;0;0;0;0;0.00009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NZ_CP009781.1_Yersinia_aldovae_670_83_chromosome__complete_genome;0;0.00011;0;0.00027;0;0;0;0.00041;0;0;0.00095;0.00004;0;0;0.00028;0;0;0.00042;0;0;0;0;0;0.00004;0;0.00016;0.0007;0;0.00014;0;0;0;0;0;0;0.00032;0;0;0;0;0;0.00005;0.00068;0.00016;0.00013;0;0.00196;0.00025;0.00133;0.00062;0.0001;0;0.00044;0.00038;0;0;0;0;0;0;0;0;0.0012;0;0;0.00116;0;0.00243;0;0;0;0;0;0;0;0;0;0;0;0;0.00009;0.00116;0;0;0;0.00044;0
NZ_CP017037.1_Dialister_pneumosintes_strain_F0677_chromosome__complete_genome;0;0.00025;0.00036;0.00154;0.00297;0.00395;0.04123;0.0057;0;0.00044;0.43976;0.0012;0.00022;0.00012;0.0015;0;0.00083;0.00594;0.03267;0.00359;0.09553;0.00362;0.00089;0.00248;0.00202;0.03055;0.01793;0.00229;0.00049;0.01321;0.00655;0.00019;0.00994;0.00819;0.00206;0.00794;0.72263;0.00092;0.14176;21.68244;0.39021;0.00584;0.04851;0.01965;0.03191;0.13052;0.16153;0.10646;0.03377;0.00845;0.00201;0.01956;0.01528;0.01777;0.00668;0.00185;0.06179;0.00037;0.41244;0.04173;0.02981;0.00653;1.13232;0.17102;0;0.02943;0.00099;0.02343;0.16547;0.01573;0.00709;0.01282;0.00228;0.00119;0.10394;0.00037;0;0;0.00475;0.00437;0.00221;0.0009;0;0.00098;0.0018;0.00153;0.00247
NZ_CP025792.1_Vibrio_jasicida_090810c_chromosome_1__complete_sequence;0;0.00017;0;0;0;0.00014;0;0.00082;0;0;0;0.00005;0;0;0.00328;0;0;0.00017;0;0;0;0.00042;0.00046;0.00002;0.0001;0.00099;0.00024;0.0001;0;0;0;0;0.00218;0;0;0.00039;0;0.00011;0.0016;0;0;0;0.00082;0.00058;0.00046;0.00034;0.00396;0;0.00028;0.00007;0;0;0.00021;0;0;0;0;0;0;0;0;0;0.00727;0;0;0.00056;0;0.00368;0;0;0;0;0;0.0002;0.00294;0;0;0;0.00023;0.00067;0.00033;0.00016;0;0.00008;0;0.00079;0.00256
NC_003291.2_Bacteriophage_PSA_complete_genome;0;0;0;0;0;0;0;0.14482;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01981;0;0.07686;0;0;0;0.8373;0;0;0;0.11408;0;0.09896;0;0;0;0;0;0.16565;0.03105;0;0.03993;0;0;0.02516;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.02504;0;0.02393
NC_014910.1_Alicycliphilus_denitrificans_BC__complete_sequence;0;0;0;0;0.00027;0;0;0;0;0;0;0.00059;0;0;0.00014;0;0;0;0;0;0;0;0;0.00006;0.0023;0;0.0001;0;0;0.00008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00037;0.00027;0.00126;0.00036;0.00174;0.00006;0;0.00045;0.00025;0;0.00054;0;0;0;0;0;0.00063;0.00038;0;0;0;0;0;0;0;0.00067;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NC_017093.1_Actinoplanes_missouriensis_431__complete_genome;0;0;0;0.00003;0.00007;0.00011;0;0;0;0;0;0.00004;0;0;0;0;0;0;0;0.00031;0;0;0;0;0.00004;0.00008;0;0.00004;0;0;0;0;0;0.00017;0;0.00049;0.02048;0;0;0.06822;0;0.00005;0.00035;0.00016;0.00238;0.0017;0.00549;0.00044;0.00175;0.00028;0;0;0.00013;0.00096;0.00114;0.00009;0;0.00005;0.00264;0.00014;0.00133;0.00007;0.00489;0;0;0.00024;0;0;0;0;0;0;0.00003;0;0;0;0;0;0;0;0;0;0;0.00004;0;0.00011;0
NC_007722.1_Erythrobacter_litoralis_HTCC2594__complete_genome;0;0;0;0;0.00021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00038;0;0;0.00024;0;0;0;0;0;0;0.00232;0.00023;0.00314;0.00447;0.00096;0.00036;0.00195;0.00027;0;0;0;0.00111;0.00164;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00329;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NC_020156.1_Nonlabens_dokdonensis_DSW_6__complete_sequence;0;0.00008;0.00047;0.0005;0.00081;0.00167;0;0.00062;0;0;0.00218;0.00017;0;0;0.0065;0;0.00054;0.00073;0;0.00234;0;0.00008;0;0.00004;0.00009;0.0015;0.00057;0.00037;0.00016;0.00057;0;0.00006;0.00088;0.00152;0;0.00129;0.00287;0.0001;0.00605;0.02414;0.00423;0.00006;0.00466;0.00566;0.00231;0.00222;0.00708;0.00355;0.00268;0.0012;0.00053;0;0.00298;0.00311;0;0.0003;0.03398;0;0.0533;0.00515;0.00075;0.00061;0.02329;0;0;0.00319;0;0.00347;0.03334;0.00039;0.00189;0.00054;0.00025;0;0.00416;0;0.00007;0;0.00022;0.00189;0.0001;0.00176;0;0.00016;0.00003;0.00075;0
NZ_CP026511.1_Pseudomonadaceae_bacterium_SI_3_chromosome__complete_genome;0;0;0;0;0;0;0;0;0;0;0.00015;0;0;0;0;0;0;0.00026;0;0.00019;0;0;0;0;0;0.00046;0;0;0;0.00008;0.0014;0;0;0;0;0.0009;0.03249;0;0;0;0.20207;0;0.00042;0;0.00023;0.00077;0.0006;0.00011;0.00014;0;0;0.00301;0;0.00049;0.00124;0;0.00028;0;0.0016;0.00063;0.00604;0.00123;0.00111;0.11508;0.00017;0;0.00035;0.00112;0;0;0.0017;0.00308;0.00005;0.00031;0.00519;0;0;0;0;0;0;0;0;0;0;0;0
NZ_CP011132.1_Citrobacter_amalonaticus_Y19_chromosome__complete_genome;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00002;0;0.00013;0;0;0;0;0;0;0;0;0;0.00013;0;0;0;0;0;0;0;0;0.0001;0.00022;0;0;0;0;0.00004;0;0;0;0;0;0;0;0.00138;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00004;0;0;0.00004;0;0;0;0;0;0;0;0
NZ_CP055292.1_Shigella_sonnei_strain_SE6_1_chromosome__complete_genome;0;0;0;0.00005;0;0;0;0;0.00017;0;0.00045;0;0;0;0;0;0;0;0;0.00019;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00008;0;0;0;0;0.00062;0;0.00348;0;0;0;0.00036;0;0;0.00035;0.00007;0;0;0;0;0.00007;0.00021;0;0;0;0;0;0;0.00324;0;0.00169;0;0;0.00009;0;0;0;0;0;0;0;0;0.00006;0;0;0;0;0;0.00012;0.00119;0;0;0;0
NC_011374.1_Ureaplasma_urealyticum_serovar_10_str._ATCC_33699__complete_sequence;0;0.00018;0;0.00028;0.00288;0.00058;0;0.00623;0;0;0.00081;0;0;0;0;0;0;0;0;0.00314;0;0;0.00064;0;0;0.00084;0.00256;0;0;0;0;0;0;0;0;0;0;0.00045;0;0;0;0;0.00232;0.00164;0;0;0.00334;0.00318;0.0036;0.00032;0;0;0.00401;0;0.00057;0.00045;0;0;0.01767;0;0;0;0;0;0;0;0;0.00155;0;0;0;0;0;0.00086;0;0;0;0;0;0;0.00092;0;0;0;0;0.00111;0
NZ_CP009245.1_Corynebacterium_aquilae_DSM_44791_strain_S_613_chromosome__complete_genome;0;0.00005;0;0.00067;0;0.00069;0;0.00124;0;0.0001;0;0.00017;0;0;0.0013;0;0.00012;0.01552;0;0.00125;0.00055;0;0;0;0;0.00301;0;0.00037;0;0.00767;0.00071;0.00008;0;0.00076;0;0.02124;0.1151;0.00013;0.00911;0.12916;0.01699;0.00095;0.00727;0.00147;0.00714;0.00466;0.03392;0.00608;0.00908;0.00528;0.00016;0;0.00333;0.00219;0.00017;0.00094;0.01206;0;0.09242;0.00042;0.02895;0.00041;0.10263;0.00827;0;0.01531;0;0.00093;0;0;0.00196;0.00267;0.00008;0.00077;0.00116;0;0;0;0;0;0.00014;0.0002;0;0.00011;0.00028;0;0
NZ_CP015583.1_Roseomonas_gilardii_strain_U14_5_chromosome_1__complete_sequence;0;0;0;0;0.0016;0;0;0;0;0;0.00016;0.00004;0;0;0;0;0;0;0;0.01057;0.00825;0;0;0.00014;0;0;0;0;0.00007;0;0;0;0.00027;0;0;0;0;0.00009;0.00068;0;0;0.00043;0.0007;0.00017;0.00378;0.00029;0.00304;0.00026;0.00105;0.00038;0.00003;0.00048;0.00018;0.00039;0.00208;0;0.00094;0;0.00179;0.00127;0.0027;0.00027;0.00372;0.00186;0.00009;0;0.00029;0;0;0.00018;0;0.00066;0.00006;0;0;0.00118;0.00006;0;0;0;0.00019;0.00027;0;0;0.00006;0;0
NZ_AP019004.1_Phascolarctobacterium_faecium_strain_JCM_30894;0;0;0;0.0001;0.00026;0.00021;0;0.00099;0;0;0.0029;0.00014;0;0;0.01011;0;0;0.00206;0;0.00373;0;0.00113;0.00011;0.00059;0.00015;0.0012;0;0;0.00038;0.00091;0;0;0.00188;0.00334;0;0.00206;0.02287;0.00016;0.01689;0;0;0.00057;0.00743;0.00175;0.00391;0.00607;0.01903;0.00793;0.00299;0.00202;0.00024;0.00085;0.00095;0.00413;0.0002;0.00016;0.00995;0.00019;0.03149;0.00249;0.00238;0.00024;0.01748;0;0;0.00764;0;0.00498;0.01636;0;0.00167;0.00318;0.0001;0.00062;0.00415;0;0;0;0.00018;0.00453;0;0;0;0;0.00005;0.00119;0
NC_019490.1_Riemerella_phage_RAP44__complete_genome;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NZ_CP058910.1_Halosimplex_rubrum_strain_R27_chromosome__complete_genome;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00016;0;0;0;0;0;0.00011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NZ_CP023558.1_Pseudoalteromonas_marina_strain_ECSMB14103_chromosome__complete_genome;0;0;0;0;0.00073;0.00044;0;0.00053;0;0;0;0.00015;0;0;0;0;0;0;0;0.00053;0;0;0;0.0002;0;0;0;0;0;0;0;0;0.00067;0;0;0;0;0;0;0;0;0;0.00088;0.00042;0.00016;0;0.00721;0.00065;0.0001;0;0;0;0;0.0001;0;0;0;0;0;0;0;0;0.00156;0;0;0.00061;0;0.00552;0;0;0;0;0;0;0;0.00002;0;0;0;0.00018;0;0;0;0;0;0;0
NZ_CP012938.1_Bacteroides_ovatus_strain_ATCC_8483_chromosome__complete_genome;0;0.0001;0.00071;0.00023;0.00029;0.00272;0;0.00477;0.00013;0.00013;0.00846;0.00055;0;0;0.02232;0;0.00087;0.0039;0.00038;0.00325;0.00025;0.00204;0.00022;0.00058;0.00028;0.00511;0.00111;0.00068;0.00029;0.00156;0.00048;0.00019;0.00249;0.00178;0.00007;0.00905;0.03643;0.00012;0.02424;0.12167;0.00256;0.0004;0.01284;0.00365;0.00715;0.02205;0.03338;0.00309;0.00557;0.00452;0.0007;0;0.00265;0.00825;0.0007;0.00012;0.02663;0.00015;0.1385;0.0051;0.00045;0.00083;0.06297;0.00249;0;0.00338;0.00013;0.0065;0.02016;0.00024;0.00076;0.00669;0.00037;0.00093;0.0107;0.00002;0;0;0.00023;0.01108;0.00006;0.00204;0;0.00068;0.00067;0.00158;0.00209
NZ_CP024199.1_Thalassospira_marina_strain_CSC3H3_chromosome__complete_genome;0;0;0;0.00005;0;0;0;0.00027;0;0;0.00063;0.00015;0;0;0.00014;0;0;0.00007;0;0;0;0;0;0;0;0.00032;0;0;0;0.00017;0.00012;0;0;0.00008;0;0.00016;0.00496;0;0;0;0.00366;0;0.00067;0.00032;0;0.00192;0.00548;0.00025;0.00054;0.00006;0;0;0.00017;0.00015;0.00011;0;0.0006;0;0.00171;0;0;0;0.00118;0.01781;0;0;0;0.0006;0;0;0;0;0;0;0;0;0;0;0.00005;0;0;0;0;0;0;0;0.0003
NZ_CP037953.1_Permianibacter_aggregans_strain_HW001_chromosome__complete_genome;0;0;0;0;0;0;0;0;0;0;0.00017;0;0;0;0;0;0;0;0;0;0;0;0;0.00004;0;0.00017;0;0;0;0.00009;0;0;0;0;0;0;0;0;0;0;0;0;0.00024;0;0.00053;0.00029;0.00034;0;0.00008;0;0;0;0.00018;0.0004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NC_023075.1_Pseudomonas_monteilii_SB3078__complete_sequence;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00035;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00167;0.00013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NZ_CP060718.1_Sphingomonas_lutea_strain_KCTC_23642_chromosome__complete_genome;0;0;0;0;0;0.00063;0;0.00025;0.00034;0;0.00029;0;0;0;0.00053;0;0;0;0;0;0.00201;0;0;0.00004;0;0.00061;0.00037;0.00015;0;0;0;0;0;0;0;0;0;0;0;0;0.00685;0.00019;0.00126;0.00651;0.032;0.00308;0.00724;0.00322;0.01331;0.00194;0.00005;0.00258;0.00129;0.00126;0.01491;0;0.00112;0;0.00959;0.00278;0.00363;0.00049;0.00887;0.00334;0;0.00172;0;0.00224;0;0.00064;0;0;0;0;0.00309;0;0;0;0;0;0;0.00048;0;0;0.00006;0;0
NC_011729.1_Gloeothece_citriformis_PCC_7424__complete_sequence;0;0;0;0;0.00032;0;0;0;0;0;0.00024;0;0.00007;0;0.00011;0;0;0;0;0;0.00027;0;0;0;0;0.00037;0;0.00006;0;0.00013;0;0;0;0;0;0;0.02078;0;0.00149;0;0.00279;0.00004;0.00051;0.00048;0.0001;0.00021;0.00098;0.0014;0.00029;0;0;0;0.00007;0.00023;0.00059;0;0;0;0.0013;0.00247;0;0.0001;0;0;0;0.0007;0;0.00183;0.01183;0.00026;0;0.00012;0;0.00013;0.00114;0;0;0;0;0;0;0.00165;0;0;0.00002;0.00049;0.00106
NZ_CP026520.1_Paenibacillus_chitinolyticus_strain_KCCM_41400_chromosome__complete_genome;0;0;0;0;0.0001;0;0;0.00019;0;0;0.00022;0;0;0;0.00029;0;0;0.00024;0;0;0;0;0;0;0;0;0;0.00011;0;0;0;0;0.00655;0.00023;0;0.00011;0.00345;0;0.00409;0.01936;0;0.00011;0;0.00088;0.00026;0.00038;0.00202;0.00017;0.00016;0.00047;0;0;0.00024;0.00021;0.00008;0;0.00021;0;0.00356;0;0.0009;0;0.00165;0.00124;0;0.00048;0;0.00042;0.00463;0.00012;0;0.00022;0.00007;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NZ_CP034118.1_Staphylospora_marina_strain_SCSIO_07575_chromosome__complete_genome;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00165;0;0;0.00152;0;0;0;0;0;0;0;0;0;0.0004;0;0;0;0;0;0.00014;0;0.00027;0.00415;0.00014;0;0;0;0.00009;0.00037;0;0;0.00092;0.0027;0;0.00039;0.0002;0;0.00077;0.00014;0.0005;0.00037;0;0.0005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NC_010645.1_Bordetella_avium_197N__complete_genome;0;0;0;0;0;0.00027;0;0.00016;0;0;0;0.00027;0;0;0;0;0;0.00025;0;0;0.00043;0;0;0.00005;0.0003;0.00039;0;0.0001;0;0;0.00084;0;0;0;0;0.00097;0.0361;0;0;0;0.10212;0;0.00136;0.00038;0.00076;0.00166;0.00274;0;0.00019;0.00007;0;0;0.0001;0.00091;0.00067;0;0.00109;0;0.00207;0;0;0.00111;0.00144;0.05622;0;0.00056;0.00011;0.00364;0;0;0.00088;0.0019;0.00013;0.0002;0.00255;0;0;0;0;0;0;0;0;0;0;0;0.00012
NZ_LS483447.1_Porphyromonas_crevioricanis_strain_NCTC12858_chromosome_1;0;0.00284;0.00342;0.0141;0.00887;0.01511;0.0985;0.1643;0;0.00039;0.18431;0.00247;0.00007;0.00089;0.12198;0.00013;0.00083;0.02085;0;0.02315;0.00152;0.00692;0.01242;0.00401;0.00103;0.06643;0.02288;0.013;0.00569;0.01297;0.00318;0.00057;0.03185;0.01589;0.00143;0.02508;1.44732;0.00165;0.17626;3.08593;0.26411;0.00469;0.26739;0.11701;0.04817;0.68176;0.50014;0.07087;0.05264;0.02588;0.05702;0.00097;0.04691;0.09552;0.00798;0.00551;0.42376;0.00377;0.39483;0.14783;0.02328;0.00474;0.29161;0;0;0.42383;0.0002;0.13038;0.37176;0.00398;0.00115;0.00899;0.00284;0.00531;0.10473;0.00016;0;0;0.0072;0.01651;0.01016;0.13215;0;0.0041;0.00208;0.03906;0.07554
NZ_CP025536.1_Streptococcus_pluranimalium_strain_TH11417_chromosome__complete_genome;0;0.00008;0.00111;0.00225;0.00458;0.01512;0.1526;0.02169;0;0.00014;0.04819;0.00255;0.00007;0.00008;0.08256;0.00028;0.00239;0.0142;0;0.19441;0.01021;0.03706;0.00068;0.00285;0.00125;0.03022;0.02732;0.00777;0.00513;0.0067;0.03232;0.00047;0.02174;0.01046;0.00507;0.0693;1.10891;0.00171;0.8056;11.84932;3.96335;0.0018;0.22221;0.05679;0.04975;0.06248;0.67557;0.17816;0.04302;0.00601;0.00084;0.09956;0.02489;0.0252;0.04751;0.00285;0.05717;0.00813;0.57616;0.04113;0.54599;0.05956;0.90616;3.36779;0.00059;0.09834;0.00409;0.25224;0.72905;0.02538;0.03776;0.06808;0.00328;0.00658;0.10422;0.01165;0.00439;0;0.00314;0.0757;0.00389;0.01226;0;0.0003;0.01505;0.0033;0.01743
NC_023065.1_Magnetospirillum_gryphiswaldense_MSR_1_v2__complete_genome;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00007;0;0;0;0;0;0;0.00008;0;0;0;0;0.00009;0;0;0;0.00017;0;0;0;0;0;0;0;0;0;0;0.00052;0;0.00134;0;0.00016;0;0;0;0;0.00015;0.00023;0;0;0;0;0;0;0;0.00369;0;0;0;0;0;0;0;0;0.00016;0;0;0;0.00002;0;0;0;0;0;0;0;0;0;0;0
NZ_CP044543.1_Bradyrhizobium_betae_strain_PL7HG1_chromosome__complete_genome;0;0;0;0;0;0;0;0;0.00012;0;0;0.00007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00016;0;0;0;0;0;0;0;0;0;0;0;0.00047;0;0;0.00008;0.00005;0;0;0;0;0.00005;0.00056;0;0;0;0;0;0;0.00033;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00043;0;0;0;0.00009;0;0;0;0;0;0;0
NC_014374.1_Acidilobus_saccharovorans_345_15__complete_sequence;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NZ_AP018711.1_Sphingosinicella_microcystinivorans_strain_B_9;0;0;0;0;0.00016;0;0;0.00015;0;0;0.00018;0;0;0;0.00032;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00009;0;0;0;0;0;0;0;0;0;0;0;0;0.00075;0.00018;0.0021;0;0;0;0.00095;0.00014;0;0;0.0001;0;0.00112;0;0;0;0;0;0;0;0.00399;0;0;0;0;0;0;0;0;0;0;0;0;0.00002;0;0;0;0;0;0;0;0;0;0;0
NZ_AP022603.1_Mycolicibacterium_fallax_strain_JCM_6405;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00007;0.00009;0;0;0;0;0.0001;0;0.0027;0;0;0;0;0;0.00024;0;0.00122;0;0.00035;0.00013;0.00025;0.00007;0;0.0005;0.00009;0.00024;0.00024;0;0;0;0;0;0;0;0;0;0.0001;0;0;0;0;0;0;0.00034;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NZ_CP050139.1_Komagataeibacter_rhaeticus_strain_ENS_9a1a_chromosome__complete_genome;0;0;0;0;0;0;0;0;0;0;0;0.00009;0;0;0;0;0;0;0;0;0;0;0;0.00002;0;0.00102;0;0;0;0.0001;0;0;0;0;0;0;0;0;0;0;0;0.00006;0.00056;0;0;0;0.00081;0.00046;0.00029;0.00008;0;0;0;0.0015;0;0;0.00038;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NZ_AP022606.1_Mycobacterium_branderi_strain_JCM_12687;0;0;0;0;0;0;0;0.00036;0;0;0.00014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00014;0;0;0;0;0;0;0.00023;0.00022;0;0;0.01097;0;0;0;0;0;0.0004;0;0.00066;0;0;0.00033;0.00027;0;0;0;0.00008;0.00013;0.00029;0;0.00027;0;0;0;0;0;0.0021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00009
NZ_AP018164.1_Mycobacterium_shigaense_strain_JCM_32072;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00036;0;0;0;0;0.00057;0;0;0;0;0;0.00043;0;0.00056;0;0.00013;0;0;0;0.00007;0;0.0001;0;0;0;0;0.00012;0;0;0;0.00154;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
